,id,value_x,value_y,group,language,follower,friend,time
133,1395241639728205825,@Ford as much as I like your f150 lightning reconsider the material being used you transitioned from steel to alumiâ€¦ https://t.co/6kBGGeevGy,0.2,west,en,393,2106,Thu May 20 04:55:03 +0000 2021
134,1395241849506320386,@ProfPCDoherty Thanks Peter. Very reassuring fo me at age 90.,0.2,west,en,1,11,Thu May 20 04:55:53 +0000 2021
135,1395242687817687042,@JoshEberley Youâ€™re lying to yourself if you truly think heâ€™s truly considered top 2 by everybody,0.5,west,en,254,613,Thu May 20 04:59:13 +0000 2021
136,1395247744797724677,Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K14)  live at https://t.co/h9lsav94XQ,0.13636363636363635,west,en,1272,5000,Thu May 20 05:19:19 +0000 2021
137,1395249071602819075,@RealSkipBayless LMAO CLIPPERS TANKED TO AVOID US WE OWN THOSE MFS,0.6,west,en,17,753,Thu May 20 05:24:35 +0000 2021
138,1395250867926822917,@LesStonehouse From Canterbury to Bullengarook approximately 90 kilometres the Rook now home for 30+ year's never wâ€¦ https://t.co/qt8laRGM88,-0.4,west,en,331,438,Thu May 20 05:31:44 +0000 2021
139,1395252246321897475,@Anthonysmdoyle @JJMaples55_MST Should be noted that the Lakers â€˜small ballâ€™ features 6â€™ 10â€™ AD and 6â€™ 8â€™ Lebron wiâ€¦ https://t.co/0Ebs6qyFbS,-0.25,west,en,254,613,Thu May 20 05:37:12 +0000 2021
140,1395256442186199043,"You wonâ€™t see anything cuter then Navajo and Chai, his little brother ğŸ¥° @Racing @UThoroughbreds https://t.co/OKn8xIGbgt",-0.1875,west,en,141,426,Thu May 20 05:53:53 +0000 2021
141,1395256556531318784,"RT @Alyssah12440526: You wonâ€™t see anything cuter then Navajo and Chai, his little brother ğŸ¥° @Racing @UThoroughbreds https://t.co/OKn8xIGbgt",-0.1875,west,en,87,86,Thu May 20 05:54:20 +0000 2021
142,1395257089405059073,Today at work I used basic iMovie shit to create our class video for assembly and youâ€™d think I ran a full productiâ€¦ https://t.co/7acPZ2rrl1,0.04999999999999999,west,en,41,47,Thu May 20 05:56:27 +0000 2021
143,1395257372092731394,"@pixelsmixel No but only because I still wear mine lmao. My dad is old and a bit frail, so I worry for his health.",0.2333333333333333,west,en,12009,8158,Thu May 20 05:57:34 +0000 2021
144,1395258876283342851,"RT @Alyssah12440526: You wonâ€™t see anything cuter then Navajo and Chai, his little brother ğŸ¥° @Racing @UThoroughbreds https://t.co/OKn8xIGbgt",-0.1875,west,en,67693,2895,Thu May 20 06:03:33 +0000 2021
145,1395259283097354240,@JJMaples55_MST If he doesn't scare you when he is playing your favorite team you are lying to yourself,0.5,west,en,254,613,Thu May 20 06:05:10 +0000 2021
146,1395261219481792512,"#WriteYourHeartOut 
Day 1 
Itâ€™s kinda of fun brainstorming first then writing it 
#mypoems @ Craigieburn, Victoria,â€¦ https://t.co/3b0uDPQcEk",0.275,west,en,71,368,Thu May 20 06:12:52 +0000 2021
147,1395262205008875521,We're proud to serve our community. Nick's a huge key to that - we wouldn't be on air without our Techs! One of manâ€¦ https://t.co/MDrFumJyaW,0.4000000000000001,west,en,433,146,Thu May 20 06:16:47 +0000 2021
148,1395264785806024706,@PaulMeekPerth @Bababooie42 That is exactly how I feel,0.25,west,en,331,438,Thu May 20 06:27:02 +0000 2021
149,1395266533471842304,"Here at the Forum till close, busy busy so don't miss out, call ahead to avoid disappointment xx ğŸ’‹ğŸ’‹ @ForumGentlemanâ€¦ https://t.co/p80Lxl3kEG",-0.13333333333333333,west,en,68,13,Thu May 20 06:33:59 +0000 2021
150,1395266939136606208,Hereâ€™s hoping the @prince estate and @SonyLegacyRecs release a new song tomorrow off #W2A,0.13636363636363635,west,en,306,265,Thu May 20 06:35:35 +0000 2021
151,1395269086758653952,Congratulations young lady! Fortune favours the brave ğŸ’ªğŸ�¼ https://t.co/8rYDlqXbIv,0.4625,west,en,584,1797,Thu May 20 06:44:07 +0000 2021
152,1395270085246263299,@PieNorthern 4:37pm? That's ridiculous! There's no excuse for this ğŸ¤¬,-0.1958333333333333,west,en,419,335,Thu May 20 06:48:05 +0000 2021
153,1395270335860154370,@PieNorthern @GlennHampson @servantofchaos It's all about a good meat pie for me ğŸ˜›ğŸ˜�ğŸ¤ª,0.7,west,en,419,335,Thu May 20 06:49:05 +0000 2021
154,1395271548655702017,@JonesHowdareyou White and rich the recipe for going Scott free,0.25833333333333336,west,en,331,438,Thu May 20 06:53:54 +0000 2021
155,1395274542767960066,@Qldaah This man is a failure,-0.3166666666666667,west,en,331,438,Thu May 20 07:05:48 +0000 2021
156,1395277938774274050,@AndyBopinion It's Liberal party arrogance I'm the PM the best for me and the cheapest for the elders they are not important,0.4,west,en,331,438,Thu May 20 07:19:18 +0000 2021
157,1395278188041760769,@sydney_ev @D4RKM4773R @Tesla Unfortunately,-0.5,west,en,393,2109,Thu May 20 07:20:17 +0000 2021
158,1395280003948965888,I could not agree more https://t.co/ZhhtKDJKnZ,0.5,west,en,154,38,Thu May 20 07:27:30 +0000 2021
159,1395280490148425730,@kerrybv1 This beautiful bird Grace's my paddock with his colour every day,0.85,west,en,331,438,Thu May 20 07:29:26 +0000 2021
160,1395281290450984963,@thespecialbka @24absters And rode his father's coat tails into his safe Conservative seat. Has never worked a dayâ€¦ https://t.co/SxeoxNiS8Q,0.5,west,en,488,783,Thu May 20 07:32:37 +0000 2021
161,1395282756184072197,"@PieNorthern At my local Coles, they shut down the deli section completely. Now you have only packaged meat. Thankfâ€¦ https://t.co/PviXUxnJso",-0.013888888888888895,west,en,419,335,Thu May 20 07:38:26 +0000 2021
162,1395284008460722176,"@iiNet Iâ€™ve had an outage in my area since 10am this morning, any idea when itâ€™ll be fixed?",0.1,west,en,0,260,Thu May 20 07:43:25 +0000 2021
