,id,value_x,value_y,group,language,follower,friend,time
13390,1395382773603397632,RT @1vZ08: Cheers to more Family Photos to come! ğŸ˜�ğŸ–¤ğŸ¤�ğŸ�¼ğŸ˜� https://t.co/su1EY3QIPx,0.625,mid,en,7,30,Thu May 20 14:15:52 +0000 2021
13391,1395382786731687936,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,738,356,Thu May 20 14:15:55 +0000 2021
13392,1395382793245536258,"RT @GpsMonash: On 26 May, @Alex_Phelan will participate in a panel on Future Forecasting: Violent Extremist Threats at the @GNET_research Câ€¦",-0.4,mid,en,372,700,Thu May 20 14:15:57 +0000 2021
13393,1395385361547808775,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,483,741,Thu May 20 14:26:09 +0000 2021
13394,1395385363594547200,"mmm yes mum in hospital again, sorry if im a little unresponsive for a bit",-0.34375,mid,en,278,215,Thu May 20 14:26:10 +0000 2021
13395,1395385384968749056,"RT @vishal_nayini: Urgent -Raipur @KTRTRS sir tagged you for better reach â�—ï¸�
Patient's name : Gurucharan Mouryani
Age : 64 Male
Hospital'sâ€¦",0.25,mid,en,2314,337,Thu May 20 14:26:15 +0000 2021
13396,1395385406565330944,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,2238,1852,Thu May 20 14:26:20 +0000 2021
13397,1395385410159849472,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,1755,1217,Thu May 20 14:26:21 +0000 2021
13398,1395385414861479940,@mhcastellow How wonderful! How truly wonderful â�¤ï¸�,1.0,mid,en,377,598,Thu May 20 14:26:22 +0000 2021
13399,1395385417818513409,"RT @vishal_nayini: Urgent -Raipur @KTRTRS sir tagged you for better reach â�—ï¸�
Patient's name : Gurucharan Mouryani
Age : 64 Male
Hospital'sâ€¦",0.25,mid,en,856,433,Thu May 20 14:26:23 +0000 2021
13400,1395385418640543747,@MaidelK @TorisCleo @tattoosandbones @IHateGod427 @TakeThatLaw @TakeThatDarwin It was topless rather than full fronâ€¦ https://t.co/L3OZFHd5el,0.35,mid,en,1818,675,Thu May 20 14:26:23 +0000 2021
13401,1395385418984697859,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,563,465,Thu May 20 14:26:23 +0000 2021
13402,1395385423275438082,@SenTedCruz Quit lying and causing trouble! You canâ€™t tell right from wrong and have sold your soul to the devil or the highest bidder!,-0.19642857142857142,mid,en,110,167,Thu May 20 14:26:24 +0000 2021
13403,1395385423992524803,and I donâ€™t wanna be negative but thereâ€™s still 2 days left and Iâ€™m so scared of how many more we might get,0.175,mid,en,1267,439,Thu May 20 14:26:24 +0000 2021
13404,1395385426785959938,@KaraAbheri1 Sending you so much love and many hugs! ğŸ’•,0.5625,mid,en,1357,4345,Thu May 20 14:26:25 +0000 2021
13405,1395385439792607237,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,110,171,Thu May 20 14:26:28 +0000 2021
13406,1395385446520262661,RT @jasmineee_cr: soulmates always find each other,-0.125,mid,en,308,312,Thu May 20 14:26:30 +0000 2021
13407,1395385451679080453,@LittleMix @jesyxhappiness @KillEmSel @shadyleighanne @KIRIMlXER what was the original tweet?,0.375,mid,en,771,655,Thu May 20 14:26:31 +0000 2021
